date,school,reservation_theorique,presence_reel_eleve
2025-10-02,SOULAGES,105,99
2025-10-02,SPINOZA,2,2
2025-10-02,SUN YAT SEN,181,148
2025-10-02,SURCOUF,89,82
2025-10-02,TERESA,61,56
2025-10-02,VAN GOGH,37,34
2025-10-02,VICTOR SCHOELCHER,224,127
2025-10-02,VOLTAIRE,192,185
2025-10-02,WINSTON CHURCHILL,276,275
2025-10-02,WOOLF,25,20
2025-10-03,AKIRA KUROSAWA,100,103
2025-10-03,ALAIN SAVARY,140,141
2025-10-03,ALBRECHT,73,66
2025-10-03,ANDRE BOULLOCHE,47,51
2025-10-03,ANDRE MALRAUX,232,234
2025-10-03,ANTOINE BALARD,80,84
2025-10-03,AQUITAINE,87,80
2025-10-03,ARISTOTE,65,44
2025-10-03,AUBIGNE,106,105
2025-10-03,AUBRAC,48,38
2025-10-03,AUGUSTE COMTE,49,46
2025-10-03,AVERROES,55,50
2025-10-03,BENOITE GROULT,239,229
2025-10-03,BERGMAN,49,45
2025-10-03,BLAISE PASCAL,96,90
2025-10-03,BON,77,73
2025-10-03,BOUCHER,92,85
2025-10-03,BRES,78,81
2025-10-03,CALANDRETA DAU CHIVALET,86,84
2025-10-03,CALANDRETA DAU CLAPAS,155,146
2025-10-03,CALLAS,100,95
2025-10-03,CAMOENS,55,48
2025-10-03,CANDOLA,78,71
2025-10-03,CERVANTES,56,55
2025-10-03,CHAPLIN,129,129
2025-10-03,CHAPTAL,91,87
2025-10-03,CHARLES BAUDELAIRE,189,187
2025-10-03,CHARLES DICKENS ANNE FRANK,304,296
2025-10-03,CHENGDU,150,148
2025-10-03,COCTEAU,83,79
2025-10-03,CONDORCET,160,161
2025-10-03,COPERNIC,32,30
2025-10-03,DAUDET,119,117
2025-10-03,DAVILER KERGOMARD,264,249
2025-10-03,DEROIN,113,112
2025-10-03,DIDEROT,151,154
2025-10-03,DOCTEUR CALMETTE,168,173
2025-10-03,DURUY,45,42
2025-10-03,ELUARD,72,78
2025-10-03,EMILE COMBES,61,62
2025-10-03,EUGENE POTTIER JEAN SIBELIUS,263,262
2025-10-03,F D ROOSEVELT,108,102
2025-10-03,FIGUIER,89,87
2025-10-03,FLORIAN,77,78
2025-10-03,FRANCOIS MITTERRAND,186,173
2025-10-03,FREDERIC BAZILLE,16,13
2025-10-03,GALILEE,84,85
2025-10-03,GAMA,72,72
2025-10-03,GAMBETTA,84,83
2025-10-03,GANDHI,25,24
2025-10-03,GARIBALDI,138,136
2025-10-03,GARNIER,68,57
2025-10-03,GEORGES SIMENON,166,168
2025-10-03,GERMAINE RICHIER,302,286
2025-10-03,GOETHE,58,56
2025-10-03,HEIDELBERG,120,121
2025-10-03,HYPATIE,49,47
2025-10-03,ISAAC SCHOLL,108,103
2025-10-03,JACQUES BREL,196,195
2025-10-03,JEAN JAURES,191,188
2025-10-03,JEAN MACE,129,129
2025-10-03,JEAN MERMOZ,143,139
2025-10-03,JEAN MOULIN,118,118
2025-10-03,JEAN ZAY,85,95
2025-10-03,JEANNE D ARC,110,105
2025-10-03,JEANNE MOREAU,177,163
2025-10-03,JOAN MIRO,222,210
2025-10-03,JOSEPH DELTEIL,128,120
2025-10-03,JOYCE,39,37
2025-10-03,JULES FERRY,145,145
2025-10-03,JULES SIMON,161,160
2025-10-03,JULES VERNE,104,89
2025-10-03,JULIE DAUBIE,169,164
2025-10-03,KIPLING,75,69
2025-10-03,LAFONTAINE,71,68
2025-10-03,LAMARTINE,80,75
2025-10-03,LEO MALET,202,168
2025-10-03,LEOPOLD SEDAR SENGHOR,108,107
2025-10-03,LOUIS ARMSTRONG,140,135
2025-10-03,LOUISVILLE,89,91
2025-10-03,LUDWIG VAN BEETHOVEN,343,337
2025-10-03,LUTHERKING,45,35
2025-10-03,MADAME DE SEVIGNE,124,119
2025-10-03,MARC BLOCH,134,129
2025-10-03,MARGUERITTE YOURCENAR,175,167
2025-10-03,MARIE CURIE,186,147
2025-10-03,MARIE PAPE CARPENTIER,143,143
2025-10-03,MICHEL DE L HOSPITAL,274,262
2025-10-03,MICHELET,63,53
2025-10-03,MORISOT MOZART,256,212
2025-10-03,NERUDA,36,36
2025-10-03,OLYMPE DE GOUGES,223,219
2025-10-03,PAGNOL,99,91
2025-10-03,PASTEUR,43,41
2025-10-03,PAUL BERT VICTOR HUGO,150,152
2025-10-03,PAUL LANGEVIN,124,125
2025-10-03,PAUL PAINLEVE,123,79
2025-10-03,PERICLES,94,93
2025-10-03,PICASSO,17,16
2025-10-03,PREVERT,27,26
2025-10-03,PROKOFIEV,53,55
2025-10-03,RENAUD,47,48
2025-10-03,RONSARD,115,104
2025-10-03,ROUX,43,43
2025-10-03,SAMUEL PATY,85,83
2025-10-03,SARAH BERNHARDT,54,54
2025-10-03,SIGMUND FREUD,137,134
2025-10-03,SIGNORET,119,117
2025-10-03,SIMON BOLIVAR,108,118
2025-10-03,SOULAGES,107,105
2025-10-03,SPINOZA,188,190
2025-10-03,SUN YAT SEN,188,191
2025-10-03,SURCOUF,96,94
2025-10-03,TERESA,62,61
2025-10-03,VAN GOGH,43,40
2025-10-03,VICTOR SCHOELCHER,249,229
2025-10-03,VOLTAIRE,209,201
2025-10-03,WINSTON CHURCHILL,277,271
2025-10-03,WOOLF,24,23
2025-10-06,AKIRA KUROSAWA,86,87
2025-10-06,ALAIN SAVARY,134,138
2025-10-06,ALBRECHT,67,66
2025-10-06,ANDRE BOULLOCHE,46,53
2025-10-06,ANDRE MALRAUX,235,236
2025-10-06,ANTOINE BALARD,65,57
2025-10-06,AQUITAINE,86,82
2025-10-06,ARISTOTE,65,64
2025-10-06,AUBIGNE,121,120
2025-10-06,AUBRAC,51,46
2025-10-06,AUGUSTE COMTE,49,49
2025-10-06,AVERROES,45,45
2025-10-06,BENOITE GROULT,227,205
2025-10-06,BERGMAN,55,56
2025-10-06,BLAISE PASCAL,89,91
2025-10-06,BON,71,66
2025-10-06,BOUCHER,86,78
2025-10-06,BRES,66,51
2025-10-06,CALANDRETA DAU CHIVALET,82,78
2025-10-06,CALANDRETA DAU CLAPAS,156,144
2025-10-06,CALLAS,98,96
2025-10-06,CAMOENS,52,48
2025-10-06,CANDOLA,80,78
2025-10-06,CERVANTES,46,47
2025-10-06,CHAPLIN,126,121
2025-10-06,CHAPTAL,91,84
2025-10-06,CHARLES BAUDELAIRE,176,180
2025-10-06,CHARLES DICKENS ANNE FRANK,288,264
2025-10-06,CHENGDU,148,144
2025-10-06,COCTEAU,77,73
2025-10-06,CONDORCET,156,154
2025-10-06,COPERNIC,37,34
2025-10-06,DAUDET,116,119
2025-10-06,DAVILER KERGOMARD,268,251
2025-10-06,DEROIN,105,101
2025-10-06,DIDEROT,133,132
2025-10-06,DOCTEUR CALMETTE,160,163
2025-10-06,DURUY,43,40
2025-10-06,ELUARD,68,68
2025-10-06,EMILE COMBES,59,38
2025-10-06,EUGENE POTTIER JEAN SIBELIUS,260,238
2025-10-06,F D ROOSEVELT,82,70
2025-10-06,FIGUIER,89,89
2025-10-06,FLORIAN,79,77
2025-10-06,FRANCOIS MITTERRAND,183,154
2025-10-06,FREDERIC BAZILLE,17,16
2025-10-06,GALILEE,70,71
2025-10-06,GAMA,70,67
2025-10-06,GAMBETTA,82,83
2025-10-06,GANDHI,19,19
2025-10-06,GARIBALDI,130,128
2025-10-06,GARNIER,69,60
2025-10-06,GEORGES SIMENON,157,166
2025-10-06,GERMAINE RICHIER,282,273
2025-10-06,GOETHE,58,57
2025-10-06,HEIDELBERG,107,97
2025-10-06,HYPATIE,44,36
2025-10-06,ISAAC SCHOLL,112,106
2025-10-06,JACQUES BREL,191,167
2025-10-06,JEAN JAURES,178,170
2025-10-06,JEAN MACE,125,127
2025-10-06,JEAN MERMOZ,141,119
2025-10-06,JEAN MOULIN,122,124
2025-10-06,JEAN ZAY,90,95
2025-10-06,JEANNE D ARC,106,103
2025-10-06,JEANNE MOREAU,171,167
2025-10-06,JOAN MIRO,227,226
2025-10-06,JOSEPH DELTEIL,110,96
2025-10-06,JOYCE,36,35
2025-10-06,JULES FERRY,138,4
2025-10-06,JULES SIMON,160,165
2025-10-06,JULES VERNE,105,98
2025-10-06,JULIE DAUBIE,151,151
2025-10-06,KIPLING,73,70
2025-10-06,LAFONTAINE,72,69
2025-10-06,LAMARTINE,84,83
2025-10-06,LEO MALET,204,199
2025-10-06,LEOPOLD SEDAR SENGHOR,90,92
2025-10-06,LOUIS ARMSTRONG,122,129
2025-10-06,LOUISVILLE,79,75
2025-10-06,LUDWIG VAN BEETHOVEN,338,309
2025-10-06,LUTHERKING,41,34
2025-10-06,MADAME DE SEVIGNE,126,127
2025-10-06,MARC BLOCH,112,113
2025-10-06,MARGUERITTE YOURCENAR,168,162
2025-10-06,MARIE CURIE,183,177
2025-10-06,MARIE PAPE CARPENTIER,140,133
2025-10-06,MICHEL DE L HOSPITAL,273,272
2025-10-06,MICHELET,56,49
2025-10-06,MORISOT MOZART,264,273
2025-10-06,NERUDA,31,29
2025-10-06,OLYMPE DE GOUGES,218,204
2025-10-06,PAGNOL,95,89
2025-10-06,PASTEUR,40,40
2025-10-06,PAUL BERT VICTOR HUGO,147,146
2025-10-06,PAUL LANGEVIN,127,118
2025-10-06,PAUL PAINLEVE,127,126
2025-10-06,PERICLES,90,85
2025-10-06,PICASSO,15,16
2025-10-06,PREVERT,24,21
2025-10-06,PROKOFIEV,50,48
2025-10-06,RENAUD,45,44
2025-10-06,RONSARD,115,112
2025-10-06,ROUX,45,39
2025-10-06,SAMUEL PATY,76,75
2025-10-06,SARAH BERNHARDT,57,54
2025-10-06,SIGMUND FREUD,128,135
2025-10-06,SIGNORET,114,113
2025-10-06,SIMON BOLIVAR,74,88
2025-10-06,SOULAGES,108,103
2025-10-06,SPINOZA,168,163
2025-10-06,SUN YAT SEN,165,168
2025-10-06,SURCOUF,91,96
2025-10-06,TERESA,59,56
2025-10-06,VAN GOGH,35,31
2025-10-06,VICTOR SCHOELCHER,234,219
2025-10-06,VOLTAIRE,188,187
2025-10-06,WINSTON CHURCHILL,270,278
2025-10-06,WOOLF,23,23
2025-10-07,AKIRA KUROSAWA,100,107
2025-10-07,ALAIN SAVARY,147,150
2025-10-07,ALBRECHT,74,67
2025-10-07,ANDRE BOULLOCHE,62,63
2025-10-07,ANDRE MALRAUX,235,233
2025-10-07,ANTOINE BALARD,86,85
2025-10-07,AQUITAINE,89,84
2025-10-07,ARISTOTE,68,64
2025-10-07,AUBIGNE,123,119
2025-10-07,AUBRAC,51,45
2025-10-07,AUGUSTE COMTE,50,50
2025-10-07,AVERROES,52,53
2025-10-07,BENOITE GROULT,233,214
2025-10-07,BERGMAN,53,53
2025-10-07,BLAISE PASCAL,93,93
2025-10-07,BON,91,86
2025-10-07,BOUCHER,96,91
2025-10-07,BRES,75,76
2025-10-07,CALANDRETA DAU CHIVALET,82,79
2025-10-07,CALANDRETA DAU CLAPAS,159,153
2025-10-07,CALLAS,103,96
2025-10-07,CAMOENS,49,47
2025-10-07,CANDOLA,81,79
2025-10-07,CERVANTES,53,53
2025-10-07,CHAPLIN,130,126
2025-10-07,CHAPTAL,93,88
2025-10-07,CHARLES BAUDELAIRE,184,184
2025-10-07,CHARLES DICKENS ANNE FRANK,306,299
2025-10-07,CHENGDU,152,149
2025-10-07,COCTEAU,86,81
2025-10-07,CONDORCET,162,162
2025-10-07,COPERNIC,37,34
2025-10-07,DAUDET,116,119
2025-10-07,DAVILER KERGOMARD,259,252
2025-10-07,DEROIN,111,107
2025-10-07,DIDEROT,154,158
2025-10-07,DOCTEUR CALMETTE,168,167
2025-10-07,DURUY,42,39
2025-10-07,ELUARD,67,64
2025-10-07,EMILE COMBES,61,50
2025-10-07,EUGENE POTTIER JEAN SIBELIUS,268,267
2025-10-07,F D ROOSEVELT,106,105
2025-10-07,FIGUIER,91,92
2025-10-07,FLORIAN,81,81
2025-10-07,FRANCOIS MITTERRAND,185,179
2025-10-07,FREDERIC BAZILLE,16,15
2025-10-07,GALILEE,88,88
2025-10-07,GAMA,70,69
2025-10-07,GAMBETTA,82,84
2025-10-07,GANDHI,21,20
2025-10-07,GARIBALDI,136,132
2025-10-07,GARNIER,69,63
2025-10-07,GEORGES SIMENON,171,179
2025-10-07,GERMAINE RICHIER,292,253
2025-10-07,GOETHE,60,59
2025-10-07,HEIDELBERG,119,114
2025-10-07,HYPATIE,53,52
2025-10-07,ISAAC SCHOLL,111,107
2025-10-07,JACQUES BREL,198,195
2025-10-07,JEAN JAURES,196,187
2025-10-07,JEAN MACE,129,131
2025-10-07,JEAN MERMOZ,143,138
2025-10-07,JEAN MOULIN,123,123
2025-10-07,JEAN ZAY,94,95
2025-10-07,JEANNE D ARC,112,108
2025-10-07,JEANNE MOREAU,178,172
2025-10-07,JOAN MIRO,230,196
2025-10-07,JOSEPH DELTEIL,133,127
2025-10-07,JOYCE,44,41
2025-10-07,JULES FERRY,146,145
2025-10-07,JULES SIMON,156,151
2025-10-07,JULES VERNE,107,102
2025-10-07,JULIE DAUBIE,169,160
2025-10-07,KIPLING,78,75
2025-10-07,LAFONTAINE,73,72
2025-10-07,LAMARTINE,82,80
2025-10-07,LEO MALET,209,171
2025-10-07,LEOPOLD SEDAR SENGHOR,120,122
2025-10-07,LOUIS ARMSTRONG,153,141
2025-10-07,LOUISVILLE,90,96
2025-10-07,LUDWIG VAN BEETHOVEN,347,337
2025-10-07,LUTHERKING,50,49
2025-10-07,MADAME DE SEVIGNE,130,130
2025-10-07,MARC BLOCH,128,124
2025-10-07,MARGUERITTE YOURCENAR,185,175
2025-10-07,MARIE CURIE,187,188
2025-10-07,MARIE PAPE CARPENTIER,154,135
2025-10-07,MICHEL DE L HOSPITAL,274,268
2025-10-07,MICHELET,63,60
2025-10-07,MORISOT MOZART,261,268
2025-10-07,NERUDA,35,30
2025-10-07,OLYMPE DE GOUGES,218,208
2025-10-07,PAGNOL,100,84
2025-10-07,PASTEUR,41,40
2025-10-07,PAUL BERT VICTOR HUGO,150,150
2025-10-07,PAUL LANGEVIN,128,125
2025-10-07,PAUL PAINLEVE,121,124
2025-10-07,PERICLES,97,91
2025-10-07,PICASSO,23,24
2025-10-07,PREVERT,26,24
2025-10-07,PROKOFIEV,53,54
2025-10-07,RENAUD,48,50
2025-10-07,RONSARD,119,116
2025-10-07,ROUX,44,41
2025-10-07,SAMUEL PATY,80,79
2025-10-07,SARAH BERNHARDT,57,55
2025-10-07,SIGMUND FREUD,131,136
2025-10-07,SIGNORET,119,112
2025-10-07,SIMON BOLIVAR,103,110
2025-10-07,SOULAGES,106,102
2025-10-07,SPINOZA,195,194
2025-10-07,SUN YAT SEN,196,153
2025-10-07,SURCOUF,90,91
2025-10-07,TERESA,61,56
2025-10-07,VAN GOGH,38,37
2025-10-07,VICTOR SCHOELCHER,268,268
2025-10-07,VOLTAIRE,204,202
2025-10-07,WINSTON CHURCHILL,281,283
2025-10-07,WOOLF,29,25
2025-10-09,AKIRA KUROSAWA,81,83
2025-10-09,ALAIN SAVARY,142,141
2025-10-09,ALBRECHT,69,60
2025-10-09,ANDRE BOULLOCHE,48,44
2025-10-09,ANDRE MALRAUX,236,233
2025-10-09,ANTOINE BALARD,64,54
2025-10-09,AQUITAINE,87,80
2025-10-09,ARISTOTE,66,66
2025-10-09,AUBIGNE,121,126
2025-10-09,AUBRAC,46,41
2025-10-09,AUGUSTE COMTE,49,51
2025-10-09,AVERROES,43,39
2025-10-09,BENOITE GROULT,230,201
2025-10-09,BERGMAN,53,52
2025-10-09,BLAISE PASCAL,89,77
2025-10-09,BON,72,71
2025-10-09,BOUCHER,85,81
2025-10-09,BRES,64,67
2025-10-09,CALANDRETA DAU CHIVALET,83,85
2025-10-09,CALANDRETA DAU CLAPAS,156,144
2025-10-09,CALLAS,101,97
2025-10-09,CAMOENS,47,46
2025-10-09,CANDOLA,79,75
2025-10-09,CERVANTES,48,44
2025-10-09,CHAPLIN,131,121
2025-10-09,CHAPTAL,91,88
2025-10-09,CHARLES BAUDELAIRE,174,174
2025-10-09,CHARLES DICKENS ANNE FRANK,298,288
2025-10-09,CHENGDU,146,142
2025-10-09,COCTEAU,79,64
2025-10-09,CONDORCET,163,163
2025-10-09,COPERNIC,36,31
2025-10-09,DAUDET,117,119
2025-10-09,DAVILER KERGOMARD,261,255
2025-10-09,DEROIN,108,105
2025-10-09,DIDEROT,137,137
2025-10-09,DOCTEUR CALMETTE,154,159
2025-10-09,DURUY,43,40
2025-10-09,ELUARD,71,68
2025-10-09,EMILE COMBES,62,58
2025-10-09,EUGENE POTTIER JEAN SIBELIUS,265,266
2025-10-09,F D ROOSEVELT,84,82
2025-10-09,FIGUIER,89,87
2025-10-09,FLORIAN,85,86
2025-10-09,FRANCOIS MITTERRAND,184,154
2025-10-09,FREDERIC BAZILLE,16,18
2025-10-09,GALILEE,67,68
2025-10-09,GAMA,71,71
2025-10-09,GAMBETTA,83,82
2025-10-09,GANDHI,17,18
2025-10-09,GARIBALDI,137,123
2025-10-09,GARNIER,70,65
2025-10-09,GEORGES SIMENON,156,167
2025-10-09,GERMAINE RICHIER,276,274
2025-10-09,GOETHE,57,55
2025-10-09,HEIDELBERG,99,100
2025-10-09,HYPATIE,47,44
2025-10-09,ISAAC SCHOLL,113,107
2025-10-09,JACQUES BREL,188,184
2025-10-09,JEAN JAURES,175,161
2025-10-09,JEAN MACE,37,40
2025-10-09,JEAN MERMOZ,142,137
2025-10-09,JEAN MOULIN,119,112
2025-10-09,JEAN ZAY,86,93
2025-10-09,JEANNE D ARC,111,107
2025-10-09,JEANNE MOREAU,172,168
2025-10-09,JOAN MIRO,232,219
2025-10-09,JOSEPH DELTEIL,110,101
2025-10-09,JOYCE,38,37
2025-10-09,JULES FERRY,141,142
2025-10-09,JULES SIMON,162,163
2025-10-09,JULES VERNE,102,96
2025-10-09,JULIE DAUBIE,152,143
2025-10-09,KIPLING,74,70
2025-10-09,LAFONTAINE,75,76
2025-10-09,LAMARTINE,78,81
2025-10-09,LEO MALET,200,193
2025-10-09,LEOPOLD SEDAR SENGHOR,91,92
2025-10-09,LOUIS ARMSTRONG,126,129
2025-10-09,LOUISVILLE,75,77
2025-10-09,LUDWIG VAN BEETHOVEN,325,325
2025-10-09,LUTHERKING,42,38
2025-10-09,MADAME DE SEVIGNE,126,124
2025-10-09,MARC BLOCH,108,92
2025-10-09,MARGUERITTE YOURCENAR,170,160
2025-10-09,MARIE CURIE,168,169
2025-10-09,MARIE PAPE CARPENTIER,146,145
2025-10-09,MICHEL DE L HOSPITAL,275,264
2025-10-09,MICHELET,61,58
2025-10-09,MORISOT MOZART,260,262
2025-10-09,NERUDA,30,27
2025-10-09,OLYMPE DE GOUGES,219,208
2025-10-09,PAGNOL,96,95
2025-10-09,PASTEUR,42,42
2025-10-09,PAUL BERT VICTOR HUGO,150,149
2025-10-09,PAUL LANGEVIN,127,129
2025-10-09,PAUL PAINLEVE,126,118
2025-10-09,PERICLES,90,88
2025-10-09,PICASSO,18,17
2025-10-09,PREVERT,21,19
2025-10-09,PROKOFIEV,47,47
2025-10-09,RENAUD,42,40
2025-10-09,RONSARD,107,104
2025-10-09,ROUX,43,40
2025-10-09,SAMUEL PATY,76,78
2025-10-09,SARAH BERNHARDT,55,54
2025-10-09,SIGMUND FREUD,126,130
2025-10-09,SIGNORET,113,103
2025-10-09,SIMON BOLIVAR,83,93
2025-10-09,SOULAGES,106,102
2025-10-09,SPINOZA,172,173
2025-10-09,SUN YAT SEN,176,174
2025-10-09,SURCOUF,89,95
2025-10-09,TERESA,59,58
2025-10-09,VAN GOGH,36,33
2025-10-09,VICTOR SCHOELCHER,227,220
2025-10-09,VOLTAIRE,192,192
2025-10-09,WINSTON CHURCHILL,270,276
2025-10-09,WOOLF,26,26
2025-10-10,AKIRA KUROSAWA,99,84
2025-10-10,ALAIN SAVARY,146,146
2025-10-10,ALBRECHT,76,68
2025-10-10,ANDRE BOULLOCHE,51,57
2025-10-10,ANDRE MALRAUX,237,230
2025-10-10,ANTOINE BALARD,81,79
2025-10-10,AQUITAINE,86,81
2025-10-10,ARISTOTE,65,63
2025-10-10,AUBIGNE,124,120
2025-10-10,AUBRAC,50,45
2025-10-10,AUGUSTE COMTE,50,50
2025-10-10,AVERROES,57,54
2025-10-10,BENOITE GROULT,237,211
2025-10-10,BERGMAN,50,45
2025-10-10,BLAISE PASCAL,91,94
2025-10-10,BON,85,77
2025-10-10,BOUCHER,92,89
2025-10-10,BRES,75,50
2025-10-10,CALANDRETA DAU CHIVALET,82,80
2025-10-10,CALANDRETA DAU CLAPAS,157,153
2025-10-10,CALLAS,104,100
2025-10-10,CAMOENS,55,50
2025-10-10,CANDOLA,77,75
2025-10-10,CERVANTES,55,55
2025-10-10,CHAPLIN,130,127
2025-10-10,CHAPTAL,93,84
2025-10-10,CHARLES BAUDELAIRE,185,186
2025-10-10,CHARLES DICKENS ANNE FRANK,308,305
2025-10-10,CHENGDU,150,143
2025-10-10,COCTEAU,85,80
2025-10-10,CONDORCET,158,162
2025-10-10,COPERNIC,34,28
2025-10-10,DAUDET,117,95
2025-10-10,DAVILER KERGOMARD,269,265
2025-10-10,DEROIN,113,107
2025-10-10,DIDEROT,157,158
2025-10-10,DOCTEUR CALMETTE,170,177
2025-10-10,DURUY,45,40
2025-10-10,ELUARD,73,75
2025-10-10,EMILE COMBES,60,61
2025-10-10,EUGENE POTTIER JEAN SIBELIUS,266,261
2025-10-10,F D ROOSEVELT,105,101
2025-10-10,FIGUIER,87,87
2025-10-10,FLORIAN,81,81
2025-10-10,FRANCOIS MITTERRAND,187,147
2025-10-10,FREDERIC BAZILLE,16,14
2025-10-10,GALILEE,86,89
2025-10-10,GAMA,73,69
2025-10-10,GAMBETTA,82,82
2025-10-10,GANDHI,24,22
2025-10-10,GARIBALDI,139,136
2025-10-10,GARNIER,70,64
2025-10-10,GEORGES SIMENON,166,175
2025-10-10,GERMAINE RICHIER,303,288
2025-10-10,GOETHE,57,56
2025-10-10,HEIDELBERG,120,120
2025-10-10,HYPATIE,48,44
2025-10-10,ISAAC SCHOLL,110,106
2025-10-10,JACQUES BREL,192,189
2025-10-10,JEAN JAURES,192,182
2025-10-10,JEAN MACE,129,131
2025-10-10,JEAN MERMOZ,144,141
2025-10-10,JEAN MOULIN,118,117
2025-10-10,JEAN ZAY,88,96
2025-10-10,JEANNE D ARC,109,105
2025-10-10,JEANNE MOREAU,180,181
2025-10-10,JOAN MIRO,225,186
2025-10-10,JOSEPH DELTEIL,132,125
2025-10-10,JOYCE,42,41
2025-10-10,JULES FERRY,143,147
2025-10-10,JULES SIMON,163,159
2025-10-10,JULES VERNE,105,98
2025-10-10,JULIE DAUBIE,174,164
2025-10-10,KIPLING,77,75
2025-10-10,LAFONTAINE,71,70
2025-10-10,LAMARTINE,84,83
2025-10-10,LEO MALET,202,172
2025-10-10,LEOPOLD SEDAR SENGHOR,108,105
2025-10-10,LOUIS ARMSTRONG,145,144
2025-10-10,LOUISVILLE,95,91
2025-10-10,LUDWIG VAN BEETHOVEN,340,331
2025-10-10,LUTHERKING,43,33
2025-10-10,MADAME DE SEVIGNE,127,124
2025-10-10,MARC BLOCH,136,128
2025-10-10,MARGUERITTE YOURCENAR,179,171
2025-10-10,MARIE CURIE,183,184
2025-10-10,MARIE PAPE CARPENTIER,148,141
2025-10-10,MICHEL DE L HOSPITAL,283,272
2025-10-10,MICHELET,67,65
2025-10-10,MORISOT MOZART,256,257
2025-10-10,NERUDA,38,32
2025-10-10,OLYMPE DE GOUGES,217,208
2025-10-10,PAGNOL,99,87
2025-10-10,PASTEUR,43,43
2025-10-10,PAUL BERT VICTOR HUGO,151,147
2025-10-10,PAUL LANGEVIN,123,117
2025-10-10,PAUL PAINLEVE,124,82
2025-10-10,PERICLES,95,93
2025-10-10,PICASSO,18,18
2025-10-10,PREVERT,26,25
2025-10-10,PROKOFIEV,52,51
2025-10-10,RENAUD,46,47
2025-10-10,RONSARD,116,109
2025-10-10,ROUX,45,44
2025-10-10,SAMUEL PATY,85,86
2025-10-10,SARAH BERNHARDT,53,50
2025-10-10,SIGMUND FREUD,137,146
2025-10-10,SIGNORET,118,110
2025-10-10,SIMON BOLIVAR,105,109
2025-10-10,SOULAGES,108,106
2025-10-10,SPINOZA,188,185
2025-10-10,SUN YAT SEN,183,182
2025-10-10,SURCOUF,93,93
2025-10-10,TERESA,61,56
2025-10-10,VAN GOGH,42,38
2025-10-10,VICTOR SCHOELCHER,254,243
2025-10-10,VOLTAIRE,207,199
2025-10-10,WINSTON CHURCHILL,278,283
2025-10-10,WOOLF,24,23
2025-10-13,AKIRA KUROSAWA,87,91
2025-10-13,ALAIN SAVARY,139,139
2025-10-13,ALBRECHT,71,64
2025-10-13,ANDRE BOULLOCHE,46,54
2025-10-13,ANDRE MALRAUX,237,240
2025-10-13,ANTOINE BALARD,68,64
2025-10-13,AQUITAINE,87,78
2025-10-13,ARISTOTE,66,64
2025-10-13,AUBIGNE,122,124
2025-10-13,AUBRAC,50,46
2025-10-13,AUGUSTE COMTE,49,50
2025-10-13,AVERROES,49,44
2025-10-13,BENOITE GROULT,228,223
2025-10-13,BERGMAN,52,50
2025-10-13,BLAISE PASCAL,92,93
2025-10-13,BON,71,65
2025-10-13,BOUCHER,87,81
2025-10-13,BRES,64,70
2025-10-13,CALANDRETA DAU CHIVALET,81,80
2025-10-13,CALANDRETA DAU CLAPAS,158,149
2025-10-13,CALLAS,100,98
2025-10-13,CAMOENS,51,48
2025-10-13,CANDOLA,81,79
2025-10-13,CERVANTES,43,41
2025-10-13,CHAPLIN,131,129
2025-10-13,CHAPTAL,93,90
2025-10-13,CHARLES BAUDELAIRE,174,175
2025-10-13,CHARLES DICKENS ANNE FRANK,297,292
2025-10-13,CHENGDU,149,146
2025-10-13,COCTEAU,79,72
2025-10-13,CONDORCET,155,165
2025-10-13,COPERNIC,37,33
2025-10-13,DAUDET,114,111
2025-10-13,DAVILER KERGOMARD,273,227
2025-10-13,DEROIN,108,97
2025-10-13,DIDEROT,137,135
2025-10-13,DOCTEUR CALMETTE,159,165
2025-10-13,DURUY,41,37
2025-10-13,ELUARD,73,70
2025-10-13,EMILE COMBES,59,57
2025-10-13,EUGENE POTTIER JEAN SIBELIUS,260,259
2025-10-13,F D ROOSEVELT,82,81
2025-10-13,FIGUIER,89,88
2025-10-13,FLORIAN,83,77
2025-10-13,FRANCOIS MITTERRAND,187,184
2025-10-13,FREDERIC BAZILLE,15,17
2025-10-13,GALILEE,73,73
2025-10-13,GAMA,67,67
2025-10-13,GAMBETTA,80,83
2025-10-13,GANDHI,18,18
2025-10-13,GARIBALDI,128,128
2025-10-13,GARNIER,70,66
2025-10-13,GEORGES SIMENON,153,159
2025-10-13,GERMAINE RICHIER,277,244
2025-10-13,GOETHE,57,55
2025-10-13,HEIDELBERG,107,105
2025-10-13,HYPATIE,42,41
2025-10-13,ISAAC SCHOLL,113,109
2025-10-13,JACQUES BREL,183,171
2025-10-13,JEAN JAURES,178,167
2025-10-13,JEAN MACE,126,124
2025-10-13,JEAN MERMOZ,140,137
2025-10-13,JEAN MOULIN,122,122
2025-10-13,JEAN ZAY,95,91
2025-10-13,JEANNE D ARC,105,106
2025-10-13,JEANNE MOREAU,173,150
2025-10-13,JOAN MIRO,235,222
2025-10-13,JOSEPH DELTEIL,116,113
2025-10-13,JOYCE,33,30
2025-10-13,JULES FERRY,137,134
2025-10-13,JULES SIMON,161,158
2025-10-13,JULES VERNE,100,93
2025-10-13,JULIE DAUBIE,151,151
2025-10-13,KIPLING,73,66
2025-10-13,LAFONTAINE,73,72
2025-10-13,LAMARTINE,84,80
2025-10-13,LEO MALET,204,207
2025-10-13,LEOPOLD SEDAR SENGHOR,87,79
